Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	4	4	332757	506820	349160	428726	451267	302489	738255	635294	401907	302648	528854	397322	86749.8	337429	418978	417679	460192	395125	380712	310881	297580	536833	337655	397475	302460	457894	481601	376195	359148	382126	518732	375904	462105	365389	377913	348282	469147	302478	394907	337844	288582	565803	334516	367781	422726
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	1	1	13579.9	23172.9	33239.3	24102.9	13787	18723.6	30144.9		13720.7	19177.2				7116.33	36605.2	14011.2			13075.9	8957.7	20599.4	12242	17426.4	21659.7	16948.6	36924.7	20798.8		18628.6	17420.6	77936.3	82798.4	56562.1	32544.6	55466.6	58764.4	50479.2	23938.3	52825.4	54584		38869.3	22183.1	18194.6	12315.4
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1	1																									6075.8																				
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	5	4	452224	553179	357955	515904	417178	491760	215465	687167	316644	181614	659633	613991		350427	427076	433771	508295	420303	232687	373197	261683	380734	468382	249297	220309	355773	367932	344852	348151	267633	546518	493403	562041	327416	537448	442121	491052	281804	384240	332625	287240	411296	355190	269266	254293
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	8	8					82825.6		832081		69189.4	90691.6				72234.3	118610	699107		81874.3	62784.5	101657	703922	126456	119044	139460	119910	554924	589967	135980	103326	98833					87695.4								158701		447308
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	9	9	42910.7	31159.5	35745.6	40447.6	47814.6	34163.9	64293.7	38902.8	51540.3	37318.8		43659.7		39215.4	48374.8	33201	38127.9	62019	39998.1	41005	31415.5	63262.9	73527.8	48715.3	37860.3	35030.5	38028.3	59449.7	52287.5	49062.8	46774.3	32516.1	36783.2	30179.1	36073.6	33083.7	37321.2	47671.5	36233	22444	63276.9	56773.1	40563.3	44213.8	60294.8
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	9	9	220104	276093	250798	275236	221217	206307	505451	327192	177868	97494.8	321362	316467		178249	200392	425016	224998	160470	107571	158715	342514	156806	225322	115223	107832	512413	590840	241049	170082	158714	227084	192302	200954	217555	320753	201379	167132	155985	179121	227268	219658	188210	263793	147908	171077
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	6	4	512580	698762	587408	634528	476347	543528	1.85092e+06	688615	512093	297991	724274	913332	672063	497638	590004	618835	745725	510565	288170	390634	435298	413516	531199	318850	285104	630017	609145	514125	445893	399893	799949	814891	579704	740803	626881	762765	689963	581271	531239	912796	459771	735946	810842	400568	850326
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	2	1	16476.7				10608.7		8476.51		9470.98	13606.1				8980.24	19301.8	16003.3			6648.7	20541	18449.4	7562.99		7228.9	13485.3	13648.5	14967.8	11058.8	11830.4	15864.5								20488			14027.9				15167.1
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	4	4				40070.2	40694.2				53625.9	41707.6				31785.4	42033.7				41095	46667.8				31208.4	45021.6				32008.3	31811.2				42389.2	26367.8				43260.6	69219.5				58860.4	40632.3
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	1	1	575369	753320	477715	696684	770677	408311	425188	1.11965e+06	689424	610612	608659	626015	169778	555133	632968	347054	662386	553341	440587	666520	377254	613348	607745	579370	632038	500727	586207	649749	606674	753213	876205	773009	1.09654e+06	775037	684188	559152	789630	859602	554515	832234	500070	657264	581353	660655	564075
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	11	11	13502.3	22223.9		95525.4	93147.8		42749.4		90277.2	106921		32722.6		65092.1	91365.6	44978.3	33782		98987.5	125259	40133.7	46030.2	6878.59	115180	122440	33458.6	41780.1	10037.3	98322.7	99337.4				83181.3	54282.5	23619.4	18906.3		116549	83872.9	16678	22808.7		116922	101477
P27695	APEX1_HUMAN	APEX1	DNA repair nuclease/redox regulator APEX1	5	5							29715.7									137228					64263.9				8902.33	120012	71372.9																		9062.1
P27708	PYR1_HUMAN	CAD	Multifunctional protein CAD	19	18	19166.5	16857.7	17587.1	30787.7	27782.9	20446.7	53476.4		30984.8	27152.1		22533.8		20718.4	22174.6	30647.2	21456.4	32941	23834.2	31366.7	32069.3	32837.9	36560.9	29042.2	29336.1	31528.7	35202.9	23468	24879.2	28844.2	23373.7		25469.6	24638.5	21131.9	21781.4	19020	25914.6	30873.3	24315.3	19227.4	20214.6	22298.5	25983.8	38595.7
P27797	CALR_HUMAN	CALR	Calreticulin	2	2	18571.7	10380.2		11228.7		8702.44	35090.5		7921.19		19598.9					24072.6		10817.4	5974.78		12629.7	6544.74	14076.9		4215.77	27084.7	21484.8			5324.59				14068.6											5753.43
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	21	21	490070	138961	735194	171949	304320	530370	93176.3	1.30639e+06	253555	319767	597737	130510	2.69295e+06	212183	346823	499829	102830	1.16455e+06	213579	296160	508546	121107	1.21341e+06	216742	321435	609627	33561.2	906919	233643	306769	934843	98548.6	1.35341e+06	221495	256536	1.32577e+06	102597	1.24413e+06	241495	410169	527365	107472	972125	348021	317122
P27824	CALX_HUMAN	CANX	Calnexin	7	7				33507	20896.6		124035		34981.1	24160.2				44362.9	33845.8	285112			21798.7	40791.8	282864	59960.5			24667.3	313604	316641	34434.2		19794					47400.9										35462.1
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	3	3					9790.37		8690.73		8771.27							7432.6				9613.94		7436.27			7994.27		10140.4	5515.27		8030.52															15539.1
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	2	2							6131.33																																						6749.65
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	1	0							14123.6																																						
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	4	4				28202.8	60354.2		7721.93		39392.6	24840.6				36786.4	26573.5	16126.2		35753.2	42369.7	37864.3		26794.9	26980.8	29649.2	35524			25758.4	36234.7	35220				20769.6					27603.3		21304.7			23009.2	42461.9
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	2	2	9071.93		11737.6		5345.09	4027.42	8399.03			3633.03						11950.6			5200.77	4583.24	18898.3	3529.82	7674.48		4787.6	8181.63	5070.7	6850.22	3221.61	3205.14			6659.6			8000.59		4242.54			5336.43				5798.04
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	9	9				15888.4	15208.6				13593	22385.6					16512	10282.8			17117.8	22610.2	11624.7	8311.25		26940.1	30517.3			7967.51	15634.4	26542.6				17622.6					13484.7					23884.3	20354.3
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	3	2				41555.6	7988.54				35485.2	11120.8				48658.5	24795.9				46294.3	15917.3				57553.6	20766.6				36605.2	15216.6				25448.5	21208.1				65658					64592.1	12283.5
P28370	SMCA1_HUMAN	SMARCA1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1	9	9				29306	22157.7				38887.5	23068.1				29077.4	18374.9	5561.46			28657.3	20510.6				26427.5	16825.9		15036		31693.6	19862.2				44071.2	21795.6				23095.1	19893.7				30738.2	14753.3
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	2	2				7240.85	3871.96		24246.9		4451.3							12989.9				3210.13	15651.1					12258.5	8522.84	11489.4	4889.14						10487.4										
P28715	ERCC5_HUMAN	ERCC5	DNA excision repair protein ERCC-5	7	7				18233.1	22012.4				23401.8	33329.6				16929.3	22649.3				16876.9	24287		7069.95		18785.6	26024.9				15251.8	20118.3					19352.5				21079	29124.9				27114.5	22134
P28749	RBL1_HUMAN	RBL1	Retinoblastoma-like protein 1	4	4					4709.72					8816.3									2078.67	4727.75					6064.26					7356.73															4439.07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1	1							25754.8									5751.44					6879.55					11122.5	13459.1																		
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	3	3				11228.7	7169.55		8360.56		13558.4	11461.8				8274.61	12945.2				10883.1	11570.7		6302.07		15567.2	9115.86				9389.25	6490.26				11422.3					14433.5					15240.3	12362.4
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	2	2										7796.89									5645.13	6755.02				8061.13	6075.35																			5684.54	5937.18
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	3	3				11994.2	3995.22	2994.94	7423.23		8479.18	5052.08				7093.24	8383.17	4051.34			5944.94	6026.6		3446.68		6784.88	4083.84			3896.04	6118.04	5461.43				9481.11					8215.19					7355.23	5563.45
P29375	KDM5A_HUMAN	KDM5A	Lysine-specific demethylase 5A	13	13				25557.6	19728.1				32341.8	19083.7				24972.4					32474.8	18382.7				24372.5	17069.3				24056.5	16787.2				23460.6					32347.3	19727.2				28109.7	16288.5
P29401	TKT_HUMAN	TKT	Transketolase	11	11	3853.53		25867.3	33969.9	34034.1		880179	32133.4	26554.7	43755.9			38575.5	8167.92	44287.8				17269	46318.3	23680.9	22614.9		29843.1	41724	15534.5	12610.4	16579.7	26811.6	35797.6			27628	89488			21678.7		29400.6	37977.4	20780.4		60138.7	35191.7	305637
P29508;P48594	SPB3_HUMAN;SPB4_HUMAN	SERPINB3;SERPINB4	Serpin B3	3	0						9451.2		20354.9		7640.67				14647.7						5875.27																				132204					
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	5	5				14959.7	9938.78		93540									7787.52			4516.37			7149.1	15955.7	8944.35	7821.23	19854.4	18157.8	10888.9	7385.12	8747.88	11125.9				19170.7		13088.1				12078.8				17518.4
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	2	2			123375	219262	190641	157443	154238	217077	186048	86920.1		140240	606532	148525	163341	11845.3	102952	113775	96018.1	141675			140920	87850.3	72453.4		16324.6	231058	172812	149103	62272.3	65095.1	135469	120228	221559	81122.9	93699.4	123206	137263	147629	140564	97637.6	151728	167678	107151
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	2	2	9824.38	4273.61	6651.79	11721.6	5095.43		11036.8		3953.86	2533.11		9611.25		3432.17		19161.1		7868.04		2752.88	9609.96	4883.54		4988.25	1945.43	26614.1	24119.2	4348.36	3698.62	5729.39	5671.38	9471.21		12065.3	17572.5	12841.6		7419.06		15481.8	5868.9		9635.97		4692.57
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	9	9	254747	278238	224244	203401	215837	191178	854658	315315	166358	117126	245074	246718	234345	172253	195175	418118	217920	143443	102615	158993	379133	181006	175694	116769	106834	445425	445898	206440	223325	178789	229061	280330	251781	261831	336146	232236	231005	134614	186797	245895	146565	267922	216281	159642	267443
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	6	6	174692	152260	128611	130804	95565.4	104109	200700	193380	76555.5	55267.6	155525	169450	75618.7	105085	118745	83164.5	117189	92316.4	38587.7	73827.7	86805.4	71497.4	79159.7	65536.9	45295.1	120844	95834.6	117742	89333.7	86092.7	133246	155853	151062	96018.7	144256	145834	123315	97091	68248.1	88654.2	84211.7	98588.9	151110	58195.7	86678.8
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	4	4	351027	346478	277739	188508	178088	219578	139730	445912	151888	63674.1	467046	358117		187389	185521	45221.3	254041	166584	85423.9	129516	63133	145210	145617	90444.9	70674.5	67618.5	54761.2	298679	183178	153553	273859	248228	289889	151478	348687	173689	234467	139727	178630	200193	204587	205399	197893	158700	89974.5
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	4	4	986993	1.14916e+06	869708	849107	741299	602505	943418	1.35946e+06	560328	356163	927898	1.09155e+06	388356	627828	661294	426808	928950	608302	343279	528567	352690	551593	669459	339243	376741	523957	537109	835451	768132	670772	745008	815664	1.03418e+06	637442	970551	611510	740595	507533	540152	617695	619550	748990	684012	587618	498755
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	1	1							39073.9																																						13323.2
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	14	14	422814	326584	290758	354301	317186	250010	252512	364314	263460	119192	316293	298317	170725	308957	327286	108740	275363	180058	137918	242067	66470	171468	169068	164456	168769	97859.2	73190.9	281309	264026	265593	365260	213009	276589	381792	667077	164735	288448	213686	276792	360060	200681	230269	315299	217668	188591
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3	1	30476.1	29030	14412.9	12491.4	24845.3	10900.2	146265		21414.8	14017.7		28792.7		14571.7				12401.1	13881.8	16315.9		18653.5	12481.2	11888.1	9440.41			27696.2	13290.8	17478.9	31490.3				17161.1		21521.6	11400.1						12002.1	26947.1
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	1	1							13551.7																																						
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	2	2										4770.64				9050.39	6985.39	5712.9			10472.2	10490.9		8485.89	8504.12	9812.88	9722.63			6816.85	12014.5	11740.1														6222.96	7832.98
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	4	4	43460.4	33293.2	29081.5	32386.2	36838.7	26429.3	84201.8		21430.1	13871	25485.5	49457.6		14393.2	23115.8	15259.4	26580.9	24500.3	13399.6	24081	21945.7	37649.9	29446.5		19236.1		13851.1	52670.7	27776	21068.7	33745.4				36683		18037.9	27528.4			36392.4	38826	31038.6	34209.2	26113.5
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	2	2						5359	9800.42		2065.52							7287.69						2063.59		2064.98			5560.35	4228.72	3287.11										6862.65				2446.02		7478.22
P30626	SORCN_HUMAN	SRI	Sorcin	4	4	49843.8	69617.1	45772.2	61502.8	67193.4	67017.7	50060.2	56005.4	61335.9	26924.9	63373.1	90279.2		59007.7	52054.5		55099.4	59965.5	30127.6	48710.5		42486.4	46976.9	27611.7	27051			79993.8	52195.9	52392.4	81659.9	44923.7	78521.2	53360.6	53592.2	46182	75538	62207.1	52200.2	48132	58182.2	53579.5	64143.7	43128.7	37486.6
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	3	3							3248.28			1793.77						6000.27		4054.81	2661.02	2161.52	4971.97					5395.93	4521.33		3257.93	3356.73									4384.92						2682.55
P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring	5	5							242993																											58889									42115.2		130439
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	3	3	3255.88				4453.14		2989.18			5965.83						4455.21			1911.34		4193.68			4100.94	2604.47		3106.02	3026.91	4067	2701.44															6066.17
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	2	2																10187					11878.7						11961.1																		
P31151	S10A7_HUMAN	S100A7	Protein S100-A7	1	1						3256.48			15453.9	6573.02																							19417.6								3456.56				3559.25
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	7	6	103280	84123.4	89679.8	95426.9	112784	76071.7	226986	128374	83989.4	109438	52253.3	98108.3		85354.9	107981	29948.7	66571.9	71219.2	56741.3	109112	16579.2	100726	67159.2	61895.3	84569	34052.9	26059.9	91527.7	76856.2	106032	88175		84612.2	97238.2	116990	101003	91266.6	77747	60780.1	84443.2	58568.1	122454	111893	93769.3	133715
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	3	3				35285.2	28255.6				43533.5	34506.5				40109.7	36603.9				42185	33913.4		8021.13		38481.5	30704.8				32430.3	28871.4				32995.8	51809.2				59243.4	18843.5				49909.2	20146.1
P31269	HXA9_HUMAN	HOXA9	Homeobox protein Hox-A9	1	1														15919.3	33352.6				23486.3	25964				16582.7	30964.2				17820.6	21838					21017.1				27201.6					16916.6	12989.5
P31271	HXA13_HUMAN	HOXA13	Homeobox protein Hox-A13	2	2				10263.5	11558.8				20060.9	12445.3				11891.6	10386.6				11546	17886.3				9134.67	15801.7				9857.23	11645.9									13360.3					14681.8	9800.42
P31274	HXC9_HUMAN	HOXC9	Homeobox protein Hox-C9	3	3					23686.7				24993.5	20299.6				19437.9					29844.9	18217				16309.3	9291.11				20054.2	14569.1														23820.1	14358.6
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	2	2	89462.5																																												
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	3	2					3142.24		7241.97		2629.69	1614.03						2964.27		4710.98	2212.47						2916.6			2637.19						5029.43											5046.35
P31629	ZEP2_HUMAN	HIVEP2	Transcription factor HIVEP2	3	3									13943.1	7016.94				9828.66					12003.5	8566.72				16390.1	10083.6				17273.3	8266.82				15737.2					11767.5					12988.8	
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	2	2	15252.4	60766.1	32492.5	26318.6	56630.6	53868.5	226409		26242	48118.7				21640.2	32770.7	72777.3	28083.8		27822.8	55251.4	46793.9	47840.1	28693.9	29775.3	45858.7	82947.8	91758.1	55084.5	51923.4	61379.5					75019.7						29781			21818.5	28043.7
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	6	6	377037	237334	155772	296057	201950	245835	121856	173629	168348	84984.4	298618	301111		304272	315584	89598.5	286246	278335	141023	233643	59089.6	192051	253851	121230	102764	100127	101097	352390	237421	191257	325942	113812	204214	260600	411345	229613	326125	226620	212592	241819	192202	250106	310854	161764	204127
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	11	11	9630.27		11722.5	10704	16966		76615.8		11370.4	12688.6				7552.53	16063	68443.4		14459	9794.67	10247	89232.9	21195.2	24294.4	12805.3	12333.7	92251.9	87040.3	18147.8	25173.3	18880.8					34346.6		15189.1		16026.9	19998.8	15811.1			13238.9	39679.8
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	3	3				20426.4	36493.2		65202.9		36148.6	35974.7				32652	28474.8	178984		43657	36175.3	32171.2	123723	78680.9	39518.7	51676.7	52066.2	169737	156785	20812.5	42814	44998.4				39633.4	31121.6		55970.4				37978.8				41333.9
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	6	2	386661	391749	278175	301393	246123	255227	215867	509369	284659	122526	432102	520002	130333	225387	483718	364828	255219	458232	170312	284264	195162	260996	193172	176338	301981	643388	447289	258808	294732	275591	202656	165415	178009	290229	303437	203503	211512	214369	214014	316066	171942	316147	202901	157460	139311
P31944	CASPE_HUMAN	CASP14	Caspase-14	1	1		15331.7									25278.1			4432.27				4765.65		6047.58	13009.9	8017.68	10607.9								16777.7								20015.5			8453.58			16007.5
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	5	5	225214	225024	248715	179310	228224	208631	265330	349142	151447	135468	278309	272268		145343	196725	66813.5	249105	194374	99722.3	230834	56815	153501	226966	100835	165050	42522.8	33660.7	256049	145639	203942	317318	257309	349114	194435	278519	225024	241662	268322	135732	227182	197898	191738	275268	136469	230388
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1	1	223845	82032.7	57796.2	37350.9	32003.1	16154.7	46523.5	117438						9617.07							20773								8421.48																11775.6
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	5	5	865065	1.19474e+06	635317	752490	565568	1.20276e+06	745276	1.1046e+06	576412	472081	1.06655e+06	1.27672e+06	232959	476633	562006	109994	1.21757e+06	751033	352935	713351	149447	682241	810481	438549	325655	177412	123059	597807	517011	456867	821293	1.15892e+06	1.10064e+06	478605	724938	856789	652459	839172	702910	479123	761313	1.04463e+06	743955	593536	803695
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	3	3	16565.2			30066.1	28022.8	22871.5	22628.8	45453	26062.8	15642.4				27653.8	34802.5	32311.6		26623.6	23520	20645.1	17024.7		35891.6	20763.2	22091.1	36585.1	39145.3	43971.9	29348	24044			18103.9				21763.5	17441.9	24323		15121.1		33084.9	21253.9	23999.3
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	2	2					5261.69				3380.52	9996.86									3174.52	9010.2				5754.22	7528.25					6627.25									4696.46					3058.56	7746.32
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	4	4	344852	346886	357877	645370	513927	328179	642686	386312	567383	556768	189658	490102		430614	435542	388277	484872	535113	595031	532480	327843	670151	592903	606078	568304	472114	442344	336700	577270	522586	464558	484013	337917	558000	532711	479238	461201	402813	682263	604077	344267	507085	307876	465878	592602
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	7	5	19915.1	13924.7			23882.4		97728.6		19293.5	12043	31484.5			8442.38		26713.9		31564.4	10337.8	17178.8	35006.4		29624.6	10401.2	9960.76	19685.8	17047.6	31848.1	8949.5	24131.8			38975.1					33357.1	14889.4	19452.1				19193.3	20104.9
